openelections_file_name,date,state,type
20140603__ms__democratic__primary__tishomingo__precinct.csv,20140603,ms,democratic
20140603__ms__democratic__primary__tunica__precinct.csv,20140603,ms,democratic
20140603__ms__democratic__primary__union__precinct.csv,20140603,ms,democratic
20140603__ms__democratic__primary__walthall__precinct.csv,20140603,ms,democratic
20140603__ms__democratic__primary__warren__precinct.csv,20140603,ms,democratic
20140603__ms__democratic__primary__washington__precinct.csv,20140603,ms,democratic
20140603__ms__democratic__primary__wayne__precinct.csv,20140603,ms,democratic
20140603__ms__democratic__primary__webster__precinct.csv,20140603,ms,democratic
20140603__ms__democratic__primary__wilkinson__precinct.csv,20140603,ms,democratic
20140603__ms__democratic__primary__winston__precinct.csv,20140603,ms,democratic
20140603__ms__democratic__primary__yalobusha__precinct.csv,20140603,ms,democratic
20140603__ms__democratic__primary__yazoo__precinct.csv,20140603,ms,democratic
20140603__ms__republican__primary__adams__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__alcorn__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__amite__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__attala__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__benton__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__bolivar__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__calhoun__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__carroll__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__chickasaw__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__choctaw__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__claiborne__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__clarke__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__clay__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__coahoma__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__copiah__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__covington__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__desoto__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__forrest__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__franklin__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__george__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__greene__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__grenada__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__hancock__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__harrison__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__hinds__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__holmes__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__humphreys__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__issaquena__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__itawamba__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__jackson__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__jasper__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__jefferson__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__jefferson_davis__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__jones__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__kemper__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__lafayette__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__lamar__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__lauderdale__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__lawrence__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__leake__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__lee__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__leflore__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__lincoln__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__lowndes__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__madison__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__marion__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__marshall__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__monroe__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__montgomery__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__neshoba__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__newton__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__noxubee__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__oktibbeha__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__panola__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__pearl_river__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__perry__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__pike__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__pontotoc__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__prentiss__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__quitman__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__rankin__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__scott__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__sharkey__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__simpson__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__smith__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__stone__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__sunflower__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__tallahatchie__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__tate__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__tippah__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__tishomingo__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__tunica__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__union__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__walthall__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__warren__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__washington__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__wayne__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__webster__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__wilkinson__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__winston__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__yalobusha__precinct.csv,20140603,ms,republican
20140603__ms__republican__primary__yazoo__precinct.csv,20140603,ms,republican
20140624__ms__republican__primary_runoff__adams__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__alcorn__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__amite__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__attala__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__benton__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__bolivar__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__calhoun__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__carroll__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__chickasaw__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__choctaw__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__claiborne__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__clarke__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__clay__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__coahoma__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__copiah__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__covington__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__desoto__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__forrest__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__franklin__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__george__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__greene__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__grenada__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__hancock__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__harrison__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__hinds__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__holmes__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__humphreys__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__issaquena__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__itawamba__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__jackson__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__jasper__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__jefferson__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__jefferson_davis__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__jones__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__kemper__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__lafayette__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__lamar__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__lauderdale__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__lawrence__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__leake__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__lee__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__leflore__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__lincoln__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__lowndes__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__madison__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__marion__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__marshall__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__monroe__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__montgomery__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__neshoba__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__newton__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__noxubee__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__oktibbeha__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__panola__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__pearl_river__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__perry__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__pike__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__pontotoc__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__prentiss__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__quitman__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__rankin__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__scott__precinct.csv,20140624,ms,republican
20140624__ms__republican__primary_runoff__sharkey__precinct.csv,20140624,ms,republican
